2026/03/13 00:31:23 INFO  : _assets: Set directory modification time (using SetModTime)
2026/03/13 00:32:09 INFO  : _scripts/python/animate-text/fonts/Poppins-ExtraLight.ttf: Copied (new)
2026/03/13 00:32:09 INFO  : _scripts/python/animate-text/fonts/Poppins-ExtraLightItalic.ttf: Copied (new)
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Feature Engagement Tracker/EventDB/LOCK: Updated modification time in destination
2026/03/13 00:32:09 INFO  : _scripts/python/animate-text/fonts/Poppins-Italic.ttf: Copied (new)
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Feature Engagement Tracker/EventDB/LOG: Updated modification time in destination
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Feature Engagement Tracker/EventDB/LOG.old: Updated modification time in destination
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/parcel_tracking_db/LOCK: Updated modification time in destination
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/parcel_tracking_db/LOG.old: Updated modification time in destination
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/parcel_tracking_db/LOG: Updated modification time in destination
2026/03/13 00:32:09 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/000005.ldb: Updated modification time in destination
2026/03/13 00:32:09 INFO  : _scripts/python/animate-text/fonts/Poppins-Light.ttf: Copied (new)
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/000008.ldb: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/000010.log: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/000012.ldb: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/CURRENT: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/LOCK: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/LOG.old: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_33341.indexeddb.leveldb/LOG: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/04/67bf12aa4d28f374bb26596605a46dcbb3e7c8: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/04/23aba54b59ebdae6c0c67c0556861587e7b7a6: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/CURRENT: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/LOCK: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Local Storage/leveldb/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/PersistentOriginTrials/LOCK: Updated modification time in destination
2026/03/13 00:32:10 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/PersistentOriginTrials/LOG: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/PersistentOriginTrials/LOG.old: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/32/1773cd857a8a0f0c9c7d3dc3f5ff4fb298dc10: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/32/6c0e72c9d820600887813b3b98d0dd69c5d4e8: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_16.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_256.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_128.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_1024.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_32.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : _scripts/python/animate-text/fonts/Poppins-LightItalic.ttf: Copied (new)
2026/03/13 00:32:11 INFO  : _scripts/python/animate-text/fonts/Poppins-Medium.ttf: Copied (new)
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_64.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/000004.log: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/000005.ldb: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_512.png: Updated modification time in destination
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/CURRENT: Updated modification time in destination
2026/03/13 00:32:11 INFO  : _scripts/python/animate-text/fonts/Poppins-MediumItalic.ttf: Copied (new)
2026/03/13 00:32:11 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/LOCK: Updated modification time in destination
2026/03/13 00:32:11 INFO  : _scripts/python/animate-text/fonts/Poppins-Regular.ttf: Copied (new)
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/LOG: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/IndexedDB/http_localhost_36999.indexeddb.leveldb/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/34/7139c48727d4f32a2b9bac862fb4793356cc63: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/36/b0fd9464f45b33f482e64bea579787e142affa: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/CURRENT: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/36/cbce676bcfbddfa689b9d0abf23ac40fd2e60b: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Session Storage/LOCK: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Session_13417005863599372: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Session_13417466416893362: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Tabs_13417005866060404: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0a/3f5fa40fb3d1e0710331a48de5d256da3f275d: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shared Dictionary/db-journal: Updated modification time in destination
2026/03/13 00:32:12 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/38/6e4c39e903484878e76b7f2ad4f72b4b98282e: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/38/79d54755798567f0f318d63340508d5668eb96: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/39/4917c053a04daa76d8b94f0a02db0bd99e1034: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SegmentInfoDB/LOCK: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/39/9f6981d5d35475eb18e6068ae67cdd7c731978: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SegmentInfoDB/LOG.old: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sessions/Tabs_13417466417312109: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shared Dictionary/db: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SegmentInfoDB/LOG: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/CURRENT: Updated modification time in destination
2026/03/13 00:32:13 INFO  : _scripts/python/animate-text/fonts/Poppins-SemiBoldItalic.ttf: Copied (new)
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/LOCK: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0b/edcf2fd46788ae3a01a423467513ff59b5c120: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/000005.ldb: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalDB/LOCK: Updated modification time in destination
2026/03/13 00:32:13 INFO  : _scripts/python/animate-text/fonts/Poppins-Thin.ttf: Copied (new)
2026/03/13 00:32:13 INFO  : _scripts/python/animate-text/fonts/Poppins-SemiBold.ttf: Copied (new)
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalDB/LOG.old: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0c/ddbccff47bce938ee9a0adf3563e6025543df5: Updated modification time in destination
2026/03/13 00:32:13 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalDB/LOG: Updated modification time in destination
2026/03/13 00:32:13 INFO  : _scripts/python/animate-text/fonts/Poppins-ThinItalic.ttf: Copied (new)
2026/03/13 00:32:14 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/CURRENT: Updated modification time in destination
2026/03/13 00:32:14 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/LOCK: Updated modification time in destination
2026/03/13 00:32:15 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Site Characteristics Database/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:15 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/000003.log: Updated modification time in destination
2026/03/13 00:32:15 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/CURRENT: Updated modification time in destination
2026/03/13 00:32:17 INFO  : _scripts/python/animate-text/generated-assets/20260312_asset_animated_text_test_project_v1.0.0.gif: Copied (new)
2026/03/13 00:32:17 ERROR : Systems/XSpace/bash-space/.bashspace/logs/backups/20260313_backupx_rclone_copy_systems-engineer.log: Failed to copy: Put "https://acexoft-my.sharepoint.com/personal/sconl_acexoft_com/_api/v2.0/drives/b!1gefhxeg-kexqWlU-vMFeyqYOBGHGz1GpnfWGpcTxJGAxJUq1827RqQ4fYNdIFU0/items/01DNNB3NGL2FEHHHZMURBY7O2D6TR35VHG/uploadSession?guid='ded88272-7364-48b8-af84-4f57a2738c5b'&overwrite=True&rename=False&dc=0&tempauth=v1.eyJzaXRlaWQiOiI4NzlmMDdkNi1hMDE3LTQ3ZmEtYjFhOS02OTU0ZmFmMzA1N2IiLCJhcHBfZGlzcGxheW5hbWUiOiJyY2xvbmUiLCJhcHBpZCI6ImIxNTY2NWQ5LWVkYTYtNDA5Mi04NTM5LTBlZWMzNzZhZmQ1OSIsImF1ZCI6IjAwMDAwMDAzLTAwMDAtMGZmMS1jZTAwLTAwMDAwMDAwMDAwMC9hY2V4b2Z0LW15LnNoYXJlcG9pbnQuY29tQDIxMWYzMGFlLWVjNzctNDgzMC04NzlkLTQxZDkyMzEzOGMxYSIsImV4cCI6IjE3NzM0Mzc1MzYifQ.CkAKDGVudHJhX2NsYWltcxIwQ1ByZXpNMEdFQUFhRm1SaGVtZEtZMWx6Ym10dFVEWkxaM0ZLU210M1FVRXFBQT09CjIKCmFjdG9yYXBwaWQSJDAwMDAwMDAzLTAwMDAtMDAwMC1jMDAwLTAwMDAwMDAwMDAwMAoKCgRzbmlkEgI2NhILCNbBm9ybooA_EAUaDDQwLjEyNi42Mi4zMiosWWZFZXdxRmpMWEFkRm1YZG83dlJxNUJaZDhqbFh4UlEwUGZPOEp1R1ZFST0wlAI4AUIQof9iPExAAPDBjmo-n2ODfEoQaGFzaGVkcHJvb2Z0b2tlblIIWyJrbXNpIl1qJDAwMTE2ZDBhLTNlN2ItZDdlMy1jYTEzLWYxM2QwMjljMjE0MHIpMGguZnxtZW1iZXJzaGlwfDEwMDMyMDAyZjA3NGJjYzJAbGl2ZS5jb216ATKCARIJrjAfIXfsMEgRh51B2SMTjBqSAQVTY29ubJoBBVBldGVyogERc2NvbmxAYWNleG9mdC5jb22qARAxMDAzMjAwMkYwNzRCQ0MysgFFbXlmaWxlcy5yZWFkIGFsbGZpbGVzLnJlYWQgbXlmaWxlcy53cml0ZSBhbGxmaWxlcy53cml0ZSBhbGxzaXRlcy5yZWFkyAEB.PVvCAkIJSfog1NZywVwAl7xsVYG_-XpT8gjikzWCCA4": can't copy - source file is being updated (size changed from 77659 to 79227)
2026/03/13 00:32:18 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/LOCK: Updated modification time in destination
2026/03/13 00:32:18 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/Database/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:18 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3a/0b46511a71b464dac72d693faae6ea0f7e3b2e: Updated modification time in destination
2026/03/13 00:32:19 INFO  : Systems/XSpace/git-space/templates/pr/default.md: Copied (new)
2026/03/13 00:32:19 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3a/f93b882364ddc13fefa4826038d2c851bf5ea1: Updated modification time in destination
2026/03/13 00:32:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalStorageConfigDB/LOG.old: Updated modification time in destination
2026/03/13 00:32:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalStorageConfigDB/LOG: Updated modification time in destination
2026/03/13 00:32:19 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Segmentation Platform/SignalStorageConfigDB/LOCK: Updated modification time in destination
2026/03/13 00:32:19 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/kotlin/com/wellpath/wellpath/MainActivity.kt: Updated modification time in destination
2026/03/13 00:32:20 INFO  : _scripts/python/animate-text/typing-effect/20260309_gradient_typing_effect_v0.0.0.py: Copied (new)
2026/03/13 00:32:20 INFO  : _scripts/python/animate-text/typing-effect/20260309_run_typing_effect_v0.0.0.sh: Copied (new)
2026/03/13 00:32:22 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/ScriptCache/2cc80dabc69f58b6_0: Updated modification time in destination
2026/03/13 00:32:22 INFO  : 
Transferred:   	    5.633 MiB / 158.616 MiB, 4%, 160.183 KiB/s, ETA 16m17s
Errors:                 1 (retrying may help)
Checks:               989 / 1275, 78%, Listed 4348
Transferred:           84 / 301, 28%
Elapsed time:        59.9s
Checking:
 * Portfolio/2026-wellpat…che/4cb013792b196a35_0: checking
 * Portfolio/2026-wellpat…che/4cb013792b196a35_1: checking
 * Portfolio/2026-wellpat…rker/ScriptCache/index: checking
 * Systems/QSpace/2026-qs…e0929f5990b427f3d8d704: checking
 * Portfolio/2026-wellpat…f49115768196d8d76f6790: checking
 * Portfolio/2026-wellpat…e/QuotaManager-journal: checking
 * Portfolio/2026-wellpat…Dictionary/cache/index: checking
 * Systems/QSpace/2026-qs…1c51ce94668a142bad5125: checking
Transferring:
 * Systems/XSpace/git-spa…f857ee908bed34ffc83118:100% /1.037Ki, 212/s, 0s
 * Systems/XSpace/git-spa…094801750457918e792737:  0% /55, 0/s, -
 * Systems/XSpace/git-spa…73e6cb91f835fc05316bce:  0% /250, 0/s, -
 * Systems/XSpace/git-spa…4d11b931288f1a101705e8:  0% /238, 0/s, -

2026/03/13 00:32:22 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/ScriptCache/4cb013792b196a35_1: Updated modification time in destination
2026/03/13 00:32:22 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/ScriptCache/4cb013792b196a35_0: Updated modification time in destination
2026/03/13 00:32:22 INFO  : Systems/XSpace/git-space/.git/objects/05/1f430cae03ffaef4f857ee908bed34ffc83118: Copied (new)
2026/03/13 00:32:23 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/0e/c303439225b78712f49115768196d8d76f6790: Updated modification time in destination
2026/03/13 00:32:23 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/WebStorage/QuotaManager-journal: Updated modification time in destination
2026/03/13 00:32:23 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Shared Dictionary/cache/index: Updated modification time in destination
2026/03/13 00:32:23 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3b/c4b3b34071a59ebee0929f5990b427f3d8d704: Updated modification time in destination
2026/03/13 00:32:23 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/ScriptCache/index: Updated modification time in destination
2026/03/13 00:32:24 INFO  : Systems/XSpace/git-space/.git/objects/0a/e00acb44e4f51a48094801750457918e792737: Copied (new)
2026/03/13 00:32:25 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3c/c05eb23491684aae1c51ce94668a142bad5125: Updated modification time in destination
2026/03/13 00:32:25 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/CURRENT: Updated modification time in destination
2026/03/13 00:32:25 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/LOCK: Updated modification time in destination
2026/03/13 00:32:26 INFO  : Systems/XSpace/git-space/.git/objects/17/0a7a8088d50af06a73e6cb91f835fc05316bce: Copied (new)
2026/03/13 00:32:26 INFO  : Systems/XSpace/git-space/.git/objects/1e/4c75ddeccc42a0384d11b931288f1a101705e8: Copied (new)
2026/03/13 00:32:27 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/shared_proto_db/metadata/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:27 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/11/ea664ecc73f7c4228fd09370bfc3893a119e2c: Updated modification time in destination
2026/03/13 00:32:27 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3d/f3d1a91dec9f419bbf32c7dbd7ffe3049577b7: Updated modification time in destination
2026/03/13 00:32:27 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/13/b35eba55c6dabc3aac36f33d859266c18fa0d0: Updated modification time in destination
2026/03/13 00:32:27 INFO  : Portfolio/2026-wellpath/wellpath/build/web/assets/packages/cupertino_icons/assets/CupertinoIcons.ttf: Updated modification time in destination
2026/03/13 00:32:28 INFO  : Systems/XSpace/git-space/.git/refs/heads/master: Copied (new)
2026/03/13 00:32:28 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/3e/465c9bbf37059a49be498f4081401496da28da: Updated modification time in destination
2026/03/13 00:32:28 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/15/3653e8d67f81b901d28257a65908f3278e058d: Updated modification time in destination
2026/03/13 00:32:28 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/41/b350778704f73eec657293fd2ac3f7e9c32702: Updated modification time in destination
2026/03/13 00:32:29 INFO  : Systems/XSpace/git-space/.git/objects/27/04f3b5a34b93859b30a4d466c0a98f6558a94c: Copied (new)
2026/03/13 00:32:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/CURRENT: Updated modification time in destination
2026/03/13 00:32:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/000003.log: Updated modification time in destination
2026/03/13 00:32:30 INFO  : Systems/XSpace/git-space/.git/objects/2b/ab604496f53dc424ad48295ccce77442771f97: Copied (new)
2026/03/13 00:32:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/LOCK: Updated modification time in destination
2026/03/13 00:32:30 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Sync Data/LevelDB/MANIFEST-000001: Updated modification time in destination
2026/03/13 00:32:30 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/42/bcbf4780b187e80025b7917058bcb882012aa1: Updated modification time in destination
2026/03/13 00:32:31 INFO  : Systems/XSpace/git-space/.git/objects/2c/88dce3271008aa41f1954ddc9cc7a2c77f4402: Copied (new)
2026/03/13 00:32:32 INFO  : Portfolio/2026-wellpath/wellpath/.dart_tool/chrome-device/Default/Service Worker/ScriptCache/index-dir/the-real-index: Updated modification time in destination
2026/03/13 00:32:32 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/drawable-v21/launch_background.xml: Updated modification time in destination
2026/03/13 00:32:32 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/45/b3a3de3ec53d824b2de05d77981637924a11be: Updated modification time in destination
2026/03/13 00:32:33 INFO  : Systems/XSpace/git-space/.git/logs/refs/heads/master: Copied (new)
2026/03/13 00:32:33 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/17/e9516a74074fad22bac3e52e39131886697622: Updated modification time in destination
2026/03/13 00:32:33 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/drawable/launch_background.xml: Updated modification time in destination
2026/03/13 00:32:34 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/46/b726bd53d47e61ba941eb355b9c8633ebbaa20: Updated modification time in destination
2026/03/13 00:32:34 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/18/d981003d68d0546c4804ac2ff47dd97c6e7921: Updated modification time in destination
2026/03/13 00:32:34 INFO  : Systems/XSpace/git-space/.git/objects/37/111557e9935f057807f8a4f56a328dac97cc88: Copied (new)
2026/03/13 00:32:34 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/47/67828ec3235e558b40edb39e4fd0e049afb4f9: Updated modification time in destination
2026/03/13 00:32:35 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/47/df59874f6ed97ce44debfa1f04ebece3b83bec: Updated modification time in destination
2026/03/13 00:32:35 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/47/89daa6a443eefa7f3f729164a18351e06e9800: Updated modification time in destination
2026/03/13 00:32:35 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/mipmap-hdpi/ic_launcher.png: Updated modification time in destination
2026/03/13 00:32:35 INFO  : Systems/XSpace/git-space/.git/objects/3f/119a697d022ee7cac29802842eeb5f88d71629: Copied (new)
2026/03/13 00:32:36 INFO  : Systems/XSpace/git-space/.git/objects/47/73835f5c316cd96480d8627235116298c388b9: Copied (new)
2026/03/13 00:32:36 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/mipmap-mdpi/ic_launcher.png: Updated modification time in destination
2026/03/13 00:32:36 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/1a/82e7d01dce164abcdaf5d62f8ea66dee4314c4: Updated modification time in destination
2026/03/13 00:32:36 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/1b/fdcd494173e62f27db32434517a6409a0871b3: Updated modification time in destination
2026/03/13 00:32:36 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/1b/93ba7a7f4ec73fc8906b299015deff411e30a7: Updated modification time in destination
2026/03/13 00:32:37 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png: Updated modification time in destination
2026/03/13 00:32:37 INFO  : Portfolio/2026-wellpath/wellpath/.git/objects/1c/8177ddf6f0f60f5729f4e89028ee89db514bec: Updated modification time in destination
2026/03/13 00:32:37 INFO  : Systems/XSpace/git-space/.git/objects/4c/02b8d04d385a609b6f4612aca813a9d4f76c9e: Copied (new)
2026/03/13 00:32:37 INFO  : Systems/QSpace/2026-qspace-pages/pages/.git/objects/4c/d7b0099ca80c806f8fe495613e8d6c69460d76: Updated modification time in destination
2026/03/13 00:32:37 INFO  : Portfolio/2026-wellpath/wellpath/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png: Updated modification time in destination
